OBJECTID,Name,Location,District,Neighbourhood,Container_Type,Bin_Type,Longitude,Latitude
1960,"NALJEŠKOVIĆEVA 53","","Trnje","\"Marin Držić\"","Zvono","Papir",15.992683216418444,45.7969880513339
1961,"PILE I., 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.99252496507125,45.799205878841036
1962,"PILE I. 23, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.992857559478134,45.79760329244264
1963,"ULICA GRADA VUKOVARA 237, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.990524037931078,45.801593778660084
1966,"ULICA GRADA VUKOVARA 239, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.992133362704044,45.801331993078946
1967,"ULICA GRADA VUKOVARA 226, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Papir",15.990400655797515,45.800331589105966
1968,"ULICA GRADA VUKOVARA 226, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.990424795931828,45.80033906880558
1969,"ULICA GRADA VUKOVARA 224, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.988614305139471,45.80009784709398
1970,"ULICA GRADA VUKOVARA 238, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Papir",15.993321581131177,45.80051203680785
1971,"ULICA GRADA VUKOVARA 238, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Plastika",15.99328403036484,45.800474638487906
1972,"ULICA GRADA VUKOVARA 238, 10000 ZAGREB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.993262573563202,45.800433499993346
1974,"CRNI PUT BB","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.989185616035295,45.798404591473854
1975,"KRUGE 45","","Trnje","\"Marin Držić\"","Zvono","Plastika",15.991076572828467,45.79578279538781
1976,"KRUGE 45","","Trnje","\"Marin Držić\"","Zvono","Staklo",15.99110339508268,45.79579401565838
1977,"KORANSKA 1A","","Trnje","Martinovka","Zvono","Staklo",15.96726392068121,45.80212388934274
1978,"KORANSKA 18","","Trnje","Martinovka","Zvono","Papir",15.967794998797157,45.8012843110357
1979,"KORANSKA 34, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Staklo",15.967778904999728,45.800536346460845
1980,"KUPSKA 1, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Papir",15.969061001339409,45.801820969471
1981,"KUPSKA 1, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Plastika",15.96902881431207,45.80178731146742
1982,"KUPSKA 1, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Staklo",15.969001993023005,45.801742434530325
1983,"MIRAMARSKA CESTA 13A, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Papir",15.976206406339818,45.80313922067135
1984,"MIRAMARSKA CESTA 13A, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Staklo",15.976206405769148,45.8031074326563
1985,"TRNJANSKA CESTA 9D, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Staklo",15.981519862373554,45.80103000413389
1986,"UNSKA ULICA 2C, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Plastika",15.96959744239287,45.802774600950976
1987,"UNSKA ULICA 2C, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Staklo",15.969613536750584,45.80272224541162
1988,"UNSKA ULICA 6, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Staklo",15.970622046845257,45.80158536382687
1989,"ZELINSKA 7, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Papir",15.972081169091183,45.80091032975664
1990,"ZELINSKA 7, 10000 ZAGREB","","Trnje","Martinovka","Zvono","Staklo",15.972107991159087,45.80091406996531
1991,"ČAZMANSKA ULICA 4, 10000 ZAGREB","","Trnje","Miramare","Zvono","Staklo",15.971920031809196,45.79851118108294
1992,"ČAZMANSKA ULICA, 10000 ZAGREB","","Trnje","Miramare","Zvono","Papir",15.97740514885984,45.798784199561155
1993,"ČAZMANSKA ULICA, 10000 ZAGREB","","Trnje","Miramare","Zvono","Staklo",15.977641183118832,45.79867199981549
1996,"CVJETNA CESTA 11","","Trnje","Savski kuti","Zvono","Staklo",15.962272796631648,45.791775061072066
1997,"LOMNIČKA 22","","Trnje","Savski kuti","Zvono","Papir",15.958453330624614,45.79101948758253
1998,"ODRANSKA/LOMNIČKA","","Trnje","Savski kuti","Zvono","Staklo",15.958887848187798,45.792560547013345
1999,"ODRANSKA ULICA 3, 10000 ZAGREB","","Trnje","Savski kuti","Zvono","Staklo",15.963216933839638,45.793134693010366
2000,"RUGVIČKA 1, 10000 ZAGREB","","Trnje","Savski kuti","Zvono","Staklo",15.959783706532638,45.79139914600869
2003,"RUGVIČKA/LOMNIČKA","","Trnje","Savski kuti","Zvono","Papir",15.959062192100857,45.791559985173414
2004,"RADNIČKA CESTA 59A, 10000 ZAGREB","","Trnje","Sigečica","Zvono","Staklo",16.010405037521878,45.800603663144116
2005,"HVARSKA ULICA 10, 10000 ZAGREB","","Trnje","Sigečica","Zvono","Papir",16.0060679056784,45.80055878535724
2006,"HVARSKA ULICA 10, 10000 ZAGREB","","Trnje","Sigečica","Zvono","Plastika",16.00608131668159,45.800532606154874
2007,"HVARSKA ULICA 10, 10000 ZAGREB","","Trnje","Sigečica","Zvono","Staklo",16.00610545683007,45.800543825695556
2008,"RAPSKA ULICA 38, 10000 ZAGREB","","Trnje","Sigečica","Zvono","Staklo",16.003275725466594,45.799287222509044
2012,"HVARSKA 1","","Trnje","Sigečica","Zvono","Staklo",16.001843425497906,45.80098325592692
2013,"HVARSKA 5","","Trnje","Sigečica","Zvono","Staklo",16.002953860199064,45.800506427056646
2014,"HVARSKA 5","","Trnje","Sigečica","Zvono","Papir",16.002948496665688,45.80052512669729
2016,"HVARSKA 9","","Trnje","Sigečica","Zvono","Papir",16.003952983663478,45.80059524826646
2017,"KORNATSKA 32","","Trnje","Sigečica","Zvono","Staklo",16.00420242910962,45.797086228689174
2018,"PAŠKA 8","","Trnje","Sigečica","Zvono","Papir",16.001780393779132,45.79802311049505
2019,"PAŠKA 35","","Trnje","Sigečica","Zvono","Staklo",16.001933280104495,45.7970740733592
2020,"KORČULANSKA 6","","Trnje","Sigečica","Zvono","Plastika",16.00073567336573,45.80020630340883
2021,"ZLARINSKA 30","","Trnje","Sigečica","Zvono","Papir",16.000965395888286,45.79827088609701
2022,"FOJNIČKA ULICA 12, 10000 ZAGREB","","Trnje","Staro Trnje","Zvono","Plastika",15.985352738579254,45.79485335539162
2023,"FOJNIČKA ULICA 12, 10000 ZAGREB","","Trnje","Staro Trnje","Zvono","Staklo",15.985443934475933,45.79483465441847
2025,"LASTOVSKA ULICA 23A","","Trnje","Trnjanska Savica","Zvono","Staklo",15.999662323818152,45.79387527661752
2026,"NOVSKA ULICA 6, 10000 ZAGREB","","Trnje","Staro Trnje","Zvono","Staklo",15.990864678021014,45.79101948770936
2027,"VLADIMIRA RUŽDJAKA 12","","Trnje","Staro Trnje","Zvono","Staklo",15.993031903238835,45.790439708744614
2035,"ULICA MATE UJEVIĆA 7, 10000 ZAGREB","","Trnje","Staro Trnje","Zvono","Staklo",15.99285755900557,45.7926503161876
2036,"ULICA MATE UJEVIĆA 2, 10000 ZAGREB","","Trnje","Staro Trnje","Zvono","Staklo",15.994228168652336,45.792740085335865
2037,"MARINA DRŽIĆA 74","","Trnje","Trnjanska Savica","Zvono","Staklo",16.000869317804117,45.792364176450555
2039,"GRUŠKA ULICA 18, 10000 ZAGREB","","Trnje","Trnjanska Savica","Zvono","Staklo",15.993608578477216,45.79523298810365
2040,"GRUŠKA ULICA 22, 10000 ZAGREB","","Trnje","Trnjanska Savica","Zvono","Staklo",15.995209857130973,45.79533397301434
2043,"LASTOVSKA ULICA 6, 10000 ZAGREB","","Trnje","Trnjanska Savica","Zvono","Staklo",15.998597487519294,45.793985615501185
2045,"PRISAVLJE / VLADIMIRA RUŽDJAKA","","Trnje","Trnjanska Savica","Zvono","Staklo",15.996113761151886,45.790233979631935
2048,"PRISAVLJE / LASTOVSKA","","Trnje","Trnjanska Savica","Zvono","Staklo",15.999844713851441,45.79023772045391
2050,"ULICA ZINKE KUNC 9, 10000 ZAGREB","","Trnje","Trnjanska Savica","Zvono","Staklo",15.996379299430826,45.79226131536297
2052,"ULICA ZINKE KUNC 4, 10000 ZAGREB","","Trnje","Trnjanska Savica","Zvono","Staklo",15.997333227710598,45.792643770500284
2053,"KARAŠIČKA ULICA 25, 10000 ZAGREB","","Trnje","Trnje","Zvono","Staklo",15.984077637132451,45.79940222487817
2054,"RUJNIČKA 4","","Trnje","Trnje","Zvono","Staklo",15.987796520471484,45.796083877470146
2055,"RUJNIČKA 4","","Trnje","Trnje","Zvono","Papir",15.987718736704938,45.7960763978546
2056,"TRG KARDINALA ŠEPERA 1","","Trnje","Trnje","Zvono","Papir",15.984829997822386,45.796938495097
2057,"TRG KARDINALA ŠEPERA 1","","Trnje","Trnje","Zvono","Plastika",15.984848772294303,45.79691979467388
2058,"TRG KARDINALA ŠEPERA 1","","Trnje","Trnje","Zvono","Staklo",15.984875594797117,45.79690857455639
2060,"TRNJANSKA CESTA 31A, 10000 ZAGREB","","Trnje","Trnje","Zvono","Staklo",15.980651115701384,45.79887395832341
2061,"VESLAČKA ULICA 2, 10020 ZAGREB","","Trnje","Veslačko naselje","Zvono","Staklo",15.958085401853069,45.790600551421996
2063,"VESLAČKA ULICA 6, 10240 ZAGREB","","Trnje","Veslačko naselje","Zvono","Staklo",15.9566343263365,45.789231506001485
2064,"X. VRBIK 24, 10000 ZAGREB","","Trnje","Vrbik","Zvono","Staklo",15.967910333266694,45.794585928585505
2065,"KNINSKI TRG 7, 10000 ZAGREB","","Trnje","Vrbik","Zvono","Staklo",15.96678648812049,45.795128262307806
2066,"ULICA LAVOSLAVA RUŽIČKE 36, 10000 ZAGREB","","Trnje","Vrbik","Zvono","Staklo",15.969016212592987,45.796687908804145
2070,"GAJE ALAGE 8, 10000 ZAGREB","","Trnje","Vrbik","Zvono","Papir",15.965984309567789,45.79688706846079
2071,"GAJE ALAGE 8, 10000 ZAGREB","","Trnje","Vrbik","Zvono","Plastika",15.965949440896093,45.796881459012994
2072,"GAJE ALAGE 8, 10000 ZAGREB","","Trnje","Vrbik","Zvono","Staklo",15.965917254592348,45.79686275834093
2074,"HUMBOLDTA ALEXANDERA 10","","Trnje","Vrbik","Zvono","Papir",15.969817186209337,45.796900159085304
2075,"HUMBOLDTA ALEXANDERA 10","","Trnje","Vrbik","Zvono","Staklo",15.96994056825621,45.79694504026804
2076,"KNINSKI TRG 10","","Trnje","Vrbik","Zvono","Staklo",15.966688389902144,45.79573323790838
2077,"VRBIK / II.VRBIK","","Trnje","Vrbik","Zvono","Papir",15.968063021674899,45.79582954736537
2078,"VRBIK 8A","","Trnje","Vrbik","Zvono","Papir",15.969349050997037,45.795105259553445
2084,"Bukovac p.p. 30","p.p. 30","Maksimir","Bukovac","Zvono","Staklo",16.007558747457747,45.83541821209113
2085,"Oboj 18","","Maksimir","Bukovac","Zvono","Staklo",16.01186028549557,45.833200027058524
2086,"Oboj 81","","Maksimir","Bukovac","Zvono","Staklo",16.008035371730507,45.838589602128756
2087,"Dugi dol 41","","Maksimir","\"Dinko Šimunović\"","Zvono","Staklo",15.995580700566295,45.8235448731531
2088,"Dugi dol 17","","Maksimir","\"Dinko Šimunović\"","Zvono","Staklo",15.99565546790874,45.82187486451756
2089,"Laščinska 53","","Maksimir","\"Dinko Šimunović\"","Zvono","Staklo",15.997668046329505,45.82373702741273
2090,"Laščinska 53","","Maksimir","\"Dinko Šimunović\"","Zvono","Plastika",15.997658658505621,45.823750111424346
2091,"Laščinska 53","","Maksimir","\"Dinko Šimunović\"","Zvono","Papir",15.997641223844587,45.82376226116371
2092,"Trg Otokara Keršovanija","","Maksimir","\"Dinko Šimunović\"","Zvono","Staklo",15.998612687133342,45.816962983264574
2093,"Zajčeva 1","","Maksimir","Dobri dol","Zvono","Staklo",15.997432827602564,45.817948755824126
2095,"Dobri dol 50","","Maksimir","Dobri Dol","Zvono","Staklo",15.99844949146269,45.82418760524903
2096,"DOBRI DOL 56","","Maksimir","Dobri Dol","Zvono","Staklo",15.998373048965076,45.82593708457273
2097,"DOBRI DOL 56","","Maksimir","Dobri Dol","Zvono","Plastika",15.998394506075986,45.82594829841077
2098,"Petrova 117","","Maksimir","Dobri Dol","Zvono","Papir",16.007406141905356,45.82102297454951
2099,"Petrova 117","","Maksimir","Dobri Dol","Zvono","Staklo",16.00738336434218,45.82101017216476
2100,"Petrova 137","","Maksimir","Dobri Dol","Zvono","Staklo",16.00913692081871,45.82191967906129
2101,"Petrova 137","","Maksimir","Dobri Dol","Zvono","Papir",16.00913289741472,45.821913137374416
2102,"Petrova 137","","Maksimir","Dobri Dol","Zvono","Plastika",16.009122169241973,45.821903791020496
2103,"Čret 22","","Maksimir","Dotrščina","Zvono","Staklo",16.01772686218234,45.848316752953366
2104,"Čret 50","","Maksimir","Dotrščina","Zvono","Staklo",16.01527683196212,45.84995325123404
2105,"Čret 24","","Maksimir","Dotrščina","Zvono","Papir",16.01771202690485,45.848329281089704
2106,"Jazbina bb","","Maksimir","Dotrščina","Zvono","Staklo",16.011621022984546,45.84817435324012
2108,"Svetošimunska 86","","Maksimir","Dotrščina","Zvono","Staklo",16.02894277161876,45.83974491645057
2109,"Svetošimunska 86","","Maksimir","Dotrščina","Zvono","Papir",16.028937407204232,45.83972249314864
2110,"Svetošimunska 86","","Maksimir","Dotrščina","Zvono","Plastika",16.02892667775759,45.83970380705347
2111,"Ožegovićeva 21","","Maksimir","\"Eugen Kvaternik\"","Zvono","Staklo",16.001703577073794,45.815524841944686
2112,"Šulekova 7","","Maksimir","\"Eugen Kvaternik\"","Zvono","Staklo",16.003106154696198,45.815687636639645
2113,"Šulekova 1","","Maksimir","\"Eugen Kvaternik\"","Zvono","Staklo",16.00282854529344,45.81632510402977
2114,"Bijenička 5","","Gornji Grad - Medveščak","Šalata","Zvono","Staklo",15.984836023260272,45.82474169688115
2115,"Bijenička 97","","Maksimir","Kozjak","Zvono","Staklo",15.993728216336812,45.83241926968506
2116,"Rebar 42","","Maksimir","Kozjak","Zvono","Staklo",15.999763103331189,45.83021452521507
2117,"Kozjak 58","","Maksimir","Kozjak","Zvono","Staklo",16.00384517334066,45.83093916151141
2121,"Rim 23","","Maksimir","Kozjak","Zvono","Staklo",15.997687911474632,45.83637793960482
2123,"Barutanski jarak 96","","Maksimir","Maksimir","Zvono","Staklo",16.004758968732762,45.83161180529609
2124,"Barutanski jarak 124","","Maksimir","Maksimir","Zvono","Staklo",16.002166614482558,45.834971952550355
2127,"ULICA FRANA KESTERČANEKA 2A","","Maksimir","Maksimir","Zvono","Staklo",16.01147745402627,45.82357559566583
2129,"Rebar 42","","Maksimir","Maksimir","Zvono","Papir",15.999718092680869,45.830199795728184
2130,"Rebrovac 25","","Maksimir","Maksimir","Zvono","Staklo",16.001977685910138,45.828528217526234
2131,"Tučanova 7","","Maksimir","Maksimir","Zvono","Staklo",16.004570292746603,45.82926810766726
2132,"Vrhovčev vijenac 84","","Maksimir","Maksimir","Zvono","Staklo",16.01138503118009,45.82847713590398
2133,"Vrhovčev vijenac 88","","Maksimir","Maksimir","Zvono","Papir",16.011245556485804,45.828672444897364
2134,"Bukovačka cesta 5","","Maksimir","Mašićeva","Zvono","Staklo",16.01278120412065,45.81957514755033
2135,"Crnčićeva","","Maksimir","Mašićeva","Zvono","Papir",16.01091975223624,45.81920409312468
2136,"Crnčićeva 11","","Maksimir","Mašićeva","Zvono","Staklo",16.009216548646318,45.818940521606216
2137,"Crnčićeva bb","","Maksimir","Mašićeva","Zvono","Staklo",16.01093852740831,45.81919708311166
2138,"Crnčićeva 29","","Maksimir","Mašićeva","Zvono","Staklo",16.01158359871502,45.81948542159706
2139,"Duknovićeva 4","","Maksimir","Mašićeva","Zvono","Staklo",16.01160773792208,45.82229302216482
2140,"Jordanovac BB","","Maksimir","Mašićeva","Zvono","Staklo",16.006140432795924,45.8205193617737
2141,"Klovićeva 18","","Maksimir","Mašićeva","Zvono","Papir",16.00983907273783,45.81985093286358
2143,"Maksimirska 107","","Maksimir","Mašićeva","Zvono","Staklo",16.010355984241766,45.81828374119158
2144,"Rendićeva 16","","Maksimir","Mašićeva","Zvono","Staklo",16.003938715840746,45.81753364428509
2145,"Švarcova 20","","Maksimir","Mašićeva","Zvono","Staklo",16.00451128320904,45.818512493412726
2146,"Bukovačka cesta 218","","Maksimir","Remete","Zvono","Staklo",16.003245999651174,45.83890261890787
2150,"REMETE 99A","","Maksimir","Remete","Zvono","Papir",15.991167378165118,45.84821088363717
2151,"Remetski KAMENJAK 70","","Maksimir","Remete","Zvono","Staklo",15.982365373393765,45.857449962069566
2154,"RUŽMARINKA 7","","Maksimir","Ružmarinka","Zvono","Papir",16.00885285801675,45.816684651581156
2155,"Svetice 6-8","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.012778517735892,45.8178291686835
2156,"Štoosova 36","","Maksimir","Ružmarinka","Zvono","Staklo",16.007391338500884,45.81542731191114
2157,"TRG JOHNA FITZGERALDA KENNEDYJA 8, 10000 ZAGREB","","Peščenica - Žitnjak","Ružmarinka","Zvono","Staklo",16.01110834409172,45.8153261105679
2160,"Aleja A. Augustinčića 4","","Maksimir","Maksimirska naselja","Zvono","Papir",16.02423168007529,45.81855844558489
2161,"Aleja A. Augustinčića 11","","Maksimir","Maksimirska naselja","Zvono","Papir",16.025601493321783,45.81885074162869
2162,"Aleja A. Augustinčića 11","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.025620268980273,45.818855414828455
2163,"Aleja A. Augustinčića 11","","Maksimir","Maksimirska naselja","Zvono","Plastika",16.02562965690241,45.81887130367333
2164,"ALEJA ANTUNA AUGUSTINČIĆA 18/1, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.029285674725795,45.81913076256971
2167,"hEGEDUŠIĆEVA 18","","Maksimir","Maksimirska naselja","Zvono","Papir",16.027280304319856,45.82111701311096
2168,"ULICA KRSTE HEGEDUŠIĆA 18, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.02735540638854,45.82112448975084
2170,"ULICA ALEKSANDRA HONDLA 4A, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Papir",16.02300155324672,45.818357429054316
2171,"ULICA JURJA DALMATINCA 3, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.028744371283324,45.81819203391656
2173,"KAŽOTIĆEV TRG 1, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Papir",16.022021330855985,45.81594640226755
2174,"KAŽOTIĆEV TRG 1, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Plastika",16.022026694799713,45.81597070475705
2176,"MAKSIMIRSKO NASELJE II. 9, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.025988653047623,45.81606814066913
2177,"MAKSIMIRSKO NASELJE II. 9, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Papir",16.025965854610423,45.81612001640882
2178,"MAKSIMIRSKO NASELJE IV. 28, 10000 ZAGREB","","Maksimir","Maksimirska naselja","Zvono","Papir",16.027623711487685,45.81667169513921
2179,"V. Ravnice","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.0326509248806,45.81632093553068
2180,"Šeferova 10","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.025180218438692,45.8205040985324
2181,"V. Ravnice","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.033434557893063,45.81842152659806
2182,"Zoričićev trg 5","","Maksimir","Maksimirska naselja","Zvono","Staklo",16.024031478872086,45.8156510948491
2185,"Getaldićeva 4","","Peščenica - Žitnjak","Volovčica","Zvono","Papir",16.02817088241809,45.80385912883921
2187,"VUKOMEREC 28, 10000 ZAGREB","","Peščenica - Žitnjak","Borongaj - Lugovi","Zvono","Staklo",16.04370171072245,45.80789822434275
2188,"ULICA ANTE JAKŠIĆA 8 , 10000 ZAGREB","","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Staklo",16.022041447144776,45.812902017870556
2189,"ULICA ANTE JAKŠIĆA 8 , 10000 ZAGREB","","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Papir",16.022061563397227,45.81290388720894
2190,"ULICA ANTE JAKŠIĆA 67 , 10000 ZAGREB","","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Papir",16.027542406370078,45.81435330320876
2191,"BORONGAJ AERODROM 5, 10000 ZAGREB","","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Staklo",16.02706631518286,45.809835567785484
2192,"BORONGAJ AERODROM 14B, 10000 ZAGREB","","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Staklo",16.027743069548254,45.8121518886529
2193,"Borongajska bb","","Peščenica - Žitnjak","Bruno Bušić","Zvono","Staklo",16.026547783607622,45.808073026355714
2194,"Jure Kaštelana 24","","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Staklo",16.020539635219237,45.81305828188998
2195,"ULICA KSAVERA ŠANDORA ĐALSKOG 29a, 10135 ZAGREB","","Peščenica - Žitnjak","\"Bruno Bušić\"","Zvono","Staklo",16.02545133298212,45.81168600497293
2196,"IVANIĆGRADSKA ULICA 44, 10000 ZAGREB","","Peščenica - Žitnjak","Donje Svetice","Zvono","Staklo",16.018742330819766,45.805058956794284
2197,"PLANINSKA ULICA 9, 10000 ZAGREB","","Peščenica - Žitnjak","Donje Svetice","Zvono","Staklo",16.010492860791587,45.80839235235795
2199,"PLANINSKA ULICA 15, 10000 ZAGREB","","Peščenica - Žitnjak","Donje Svetice","Zvono","Staklo",16.015604984486682,45.80955378762536
2200,"PLANINSKA ULICA 15, 10000 ZAGREB","","Peščenica - Žitnjak","Donje Svetice","Zvono","Papir",16.015587550142993,45.80955098373375
2201,"PLANINSKA ULICA 15, 10000 ZAGREB","","Peščenica - Žitnjak","Donje Svetice","Zvono","Plastika",16.01555536299643,45.80954817937697
2202,"CHARLESA DARWINA 10","","Peščenica - Žitnjak","Donje Svetice","Zvono","Staklo",16.012519311519313,45.80606410601097
2203,"CHARLESA DARWINA 10","","Peščenica - Žitnjak","Donje Svetice","Zvono","Plastika",16.012473714326212,45.80607158492509
2204,"CHARLESA DARWINA 10","","Peščenica - Žitnjak","Donje Svetice","Zvono","Papir",16.012562227378975,45.806073454421444
2205,"DONJE SVETICE 107, 10000 ZAGREB","","Peščenica - Žitnjak","Ferenščica","Zvono","Staklo",16.015984516405858,45.80126073053121
2206,"FERENŠČICA I. 51, 10135 ZAGREB","","Peščenica - Žitnjak","Ferenščica","Zvono","Staklo",16.022376974820226,45.80319649789159
2207,"FERENŠČICA I.  74A, 10135 ZAGREB","","Peščenica - Žitnjak","Ferenščica","Zvono","Staklo",16.023478022042397,45.80264557432666
2209,"FERENŠČICA I. 104, 10000 ZAGREB","","Peščenica - Žitnjak","Ferenščica","Zvono","Staklo",16.026626516363603,45.801194702704095
